Method,Delta,COV
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,64.62
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,83.67
OMEGA,2.375,72.43
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,0.00
OMEGA,2.375,100.00
OMEGA,2.375,64.22
OMEGA,2.375,73.31
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,86.62
OMEGA,2.375,12.17
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.39
OMEGA,2.375,99.82
OMEGA,2.375,100.00
OMEGA,2.375,98.19
OMEGA,2.375,85.76
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,95.35
OMEGA,2.375,74.60
OMEGA,2.375,99.35
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,74.85
OMEGA,2.375,94.12
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,4.19
OMEGA,2.375,100.00
OMEGA,2.375,99.05
OMEGA,2.375,100.00
OMEGA,2.375,82.91
OMEGA,2.375,57.36
OMEGA,2.375,100.00
OMEGA,2.375,88.60
OMEGA,2.375,78.95
OMEGA,2.375,100.00
OMEGA,2.375,95.33
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,92.68
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,29.52
OMEGA,2.375,52.78
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,70.35
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,72.49
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,90.41
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,52.78
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,84.31
OMEGA,2.375,99.67
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,95.45
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,72.41
OMEGA,2.375,91.04
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.40
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,88.32
OMEGA,2.375,100.00
OMEGA,2.375,96.89
OMEGA,2.375,100.00
OMEGA,2.375,89.33
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.39
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,81.94
OMEGA,2.375,45.19
OMEGA,2.375,60.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,92.05
OMEGA,2.375,100.00
OMEGA,2.375,57.72
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.37
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,92.20
OMEGA,2.375,96.30
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.35
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.22
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,0.00
OMEGA,2.375,100.00
OMEGA,2.375,94.51
OMEGA,2.375,100.00
OMEGA,2.375,99.26
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,84.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,21.05
OMEGA,2.375,100.00
OMEGA,2.375,89.16
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,55.95
OMEGA,2.375,100.00
OMEGA,2.375,97.73
OMEGA,2.375,99.35
OMEGA,2.375,96.19
OMEGA,2.375,100.00
OMEGA,2.375,94.74
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,74.78
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,68.97
OMEGA,2.375,28.00
OMEGA,2.375,76.74
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,86.49
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,96.15
OMEGA,2.375,100.00
OMEGA,2.375,94.54
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,73.75
OMEGA,2.375,73.24
OMEGA,2.375,100.00
OMEGA,2.375,80.00
OMEGA,2.375,100.00
OMEGA,2.375,16.67
OMEGA,2.375,98.58
OMEGA,2.375,100.00
OMEGA,2.375,96.61
OMEGA,2.375,100.00
OMEGA,2.375,98.22
OMEGA,2.375,100.00
OMEGA,2.375,98.89
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,18.18
OMEGA,2.375,95.56
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.98
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,85.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.30
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,47.59
OMEGA,2.375,65.90
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,93.48
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,98.81
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,77.36
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.11
OMEGA,2.375,40.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.25
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,40.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,54.12
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,69.23
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,94.59
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,85.71
OMEGA,2.375,57.58
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.18
OMEGA,2.375,85.71
OMEGA,2.375,100.00
OMEGA,2.375,59.57
OMEGA,2.375,96.49
OMEGA,2.375,76.92
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,18.18
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,83.33
OMEGA,2.375,100.00
OMEGA,2.375,52.63
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,0.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,31.03
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,96.77
OMEGA,2.375,88.89
OMEGA,2.375,99.69
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,93.33
OMEGA,2.375,67.65
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,80.79
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,93.55
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,57.14
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,94.12
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,92.67
OMEGA,2.375,81.82
OMEGA,2.375,89.73
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.28
OMEGA,2.375,45.45
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,88.16
OMEGA,2.375,100.00
OMEGA,2.375,94.74
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,93.75
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,89.31
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,85.19
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,70.83
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,95.88
OMEGA,2.375,65.52
OMEGA,2.375,100.00
OMEGA,2.375,94.74
OMEGA,2.375,84.33
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,97.12
OMEGA,2.375,97.37
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,75.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,83.33
OMEGA,2.375,100.00
OMEGA,2.375,97.62
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,70.73
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,76.00
OMEGA,2.375,100.00
OMEGA,2.375,66.67
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,45.24
OMEGA,2.375,100.00
OMEGA,2.375,81.25
OMEGA,2.375,100.00
OMEGA,2.375,89.33
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,75.00
OMEGA,2.375,100.00
OMEGA,2.375,97.44
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,94.44
OMEGA,2.375,90.70
OMEGA,2.375,0.80
OMEGA,2.375,70.83
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,96.92
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,85.19
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,94.21
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.38
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,94.83
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,96.55
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,99.73
OMEGA,2.375,100.00
OMEGA,2.375,100.00
OMEGA,2.375,0.00
OMEGA,2.375,0.00
OMEGA,2.375,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
OMEGA UFF,0.0,0.00
